date,customer_id,location,business_sector,age,income,credit_score,savings_ratio,loan_amount,debt_to_income,credit_utilization,payment_punctuality,customer_feedback,default_history,sentiment,risk_category,customer_segment,feedback_topic
2025-06-07,CUST-2025272,"Tennessee, US",Education,44,30608.65,658,0.241,9437.79,0.054,0.48,93.94,High fees,0,Negative,Medium Risk,Conservative Saver,Financial/Pricing
2025-01-24,CUST-2025273,"South Carolina, US",Real Estate,29,81465.44,605,0.01,3310.02,0.268,0.65,91.95,Quick approval,1,Positive,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-04-17,CUST-2025274,"Michigan, US",Services,37,58114.94,560,0.082,27945.03,0.097,0.46,92.54,Standard banking,0,Neutral,High Risk,Mass Market,General Service
2025-06-03,CUST-2025275,"Oklahoma, US",Manufacturing,44,47019.19,708,0.147,61733.28,0.225,0.36,88.56,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-11-04,CUST-2025276,"Montana, US",Technology,48,40573.15,685,0.115,59399.07,0.144,0.35,83.13,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-10-09,CUST-2025277,"North Dakota, US",Retail,38,53641.29,685,0.031,62430.21,0.369,0.8,88.8,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-06-19,CUST-2025278,"Tennessee, US",Real Estate,49,72929.32,641,0.01,14748.03,0.174,0.34,87.02,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-03-06,CUST-2025279,"Missouri, US",Education,32,71509.56,651,0.142,3178.02,0.161,0.25,94.64,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-02-01,CUST-2025280,"Wisconsin, US",Healthcare,30,51012.86,609,0.125,68787.1,0.165,0.59,83.85,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-03-01,CUST-2025281,"Colorado, US",Technology,45,105972.89,649,0.068,599.27,0.269,0.74,92.82,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-04-14,CUST-2025282,"Louisiana, US",Services,31,33114.5,689,0.126,16717.99,0.263,0.23,87.71,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-07-23,CUST-2025283,"Delaware, US",Technology,48,79444.19,706,0.073,6849.82,0.102,0.71,84.64,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-09-23,CUST-2025284,"Iowa, US",Technology,47,111771.6,715,0.091,77247.02,0.256,0.75,89.83,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-03-15,CUST-2025285,"Illinois, US",Healthcare,61,115141.85,587,0.191,20259.19,0.063,0.18,82.65,Excellent rates,0,Positive,High Risk,Mass Market,Financial/Pricing
2025-10-01,CUST-2025286,"Massachusetts, US",Services,33,64534.16,727,0.088,10162.53,0.041,0.76,85.46,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-05-18,CUST-2025287,"New Hampshire, US",Technology,43,95252.08,793,0.13,34414.67,0.126,0.4,90.9,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-08-15,CUST-2025288,"Idaho, US",Education,50,43509.09,569,0.138,113214.5,0.126,0.35,92.93,High fees,0,Negative,High Risk,Mass Market,Financial/Pricing
2025-10-03,CUST-2025289,"New Hampshire, US",Real Estate,54,67337.46,559,0.052,35395.61,0.099,0.64,86.2,High fees,1,Negative,High Risk,Mass Market,Financial/Pricing
2025-07-01,CUST-2025290,"Minnesota, US",Services,61,26100.39,669,0.096,10952.39,0.187,0.3,86.2,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-02-10,CUST-2025291,"Hawaii, US",Education,47,70029.06,753,0.204,35998.94,0.041,0.35,86.62,Quick approval,0,Positive,Low Risk,Conservative Saver,Digital/Operations
2025-02-12,CUST-2025292,"Wisconsin, US",Services,55,73055.75,703,0.112,17741.92,0.041,0.38,89.71,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-05-05,CUST-2025293,"Illinois, US",Real Estate,19,61678.65,686,0.095,62027.55,0.299,0.7,81.89,Process was slow,1,Negative,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-01-17,CUST-2025294,"Idaho, US",Healthcare,48,120036.29,724,0.202,29623.91,0.217,0.48,83.76,High fees,0,Negative,Low Risk,Conservative Saver,Financial/Pricing
2025-12-09,CUST-2025295,"Ohio, US",Real Estate,34,78451.84,564,0.111,6597.5,0.251,0.84,90.25,Standard banking,0,Neutral,High Risk,Mass Market,General Service
2025-04-24,CUST-2025296,"Indiana, US",Real Estate,32,122350.41,569,0.078,58044.61,0.163,0.39,89.09,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-08-01,CUST-2025297,"Arkansas, US",Real Estate,40,58725.73,622,0.046,5050.3,0.136,0.6,80.79,Neutral: No feedback provided.,1,Neutral,Medium Risk,Mass Market,Financial/Pricing
2025-07-07,CUST-2025298,"Mississippi, US",Services,39,54510.89,760,0.074,13696.42,0.079,0.35,81.1,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-11-02,CUST-2025299,"Oregon, US",Technology,51,175261.03,789,0.044,15109.23,0.367,0.82,80.34,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-06-13,CUST-2025300,"North Dakota, US",Healthcare,33,114124.53,609,0.163,32590.61,0.075,0.47,81.16,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-07-08,CUST-2025301,"North Dakota, US",Education,49,93456.67,740,0.111,7877.72,0.137,0.3,91.55,High fees,0,Negative,Low Risk,Mass Market,Financial/Pricing
2025-04-21,CUST-2025302,"Idaho, US",Education,35,30377.65,599,0.099,53552.4,0.087,0.24,96.29,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-12-26,CUST-2025303,"Rhode Island, US",Retail,42,57777.6,679,0.093,4081.41,0.19,0.81,92.62,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-05-01,CUST-2025304,"South Carolina, US",Retail,26,51101.5,713,0.012,115767.97,0.106,0.97,79.2,Standard banking,0,Neutral,Medium Risk,Emerging Gen-Z,General Service
2025-03-09,CUST-2025305,"Maine, US",Manufacturing,44,50898.94,665,0.086,132772.26,0.032,0.62,83.42,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-07-26,CUST-2025306,"Delaware, US",Technology,54,45446.34,693,0.112,50443.83,0.035,0.35,87.22,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-09-15,CUST-2025307,"New Jersey, US",Education,62,85228.44,654,0.169,125769.0,0.012,0.28,83.17,Neutral: No feedback provided.,0,Neutral,Medium Risk,Mass Market,Financial/Pricing
2025-10-23,CUST-2025308,"Connecticut, US",Retail,53,56467.18,635,0.112,23114.6,0.255,0.78,93.1,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-11-02,CUST-2025309,"Kansas, US",Retail,35,56406.93,535,0.01,2425.91,0.13,0.99,88.04,Excellent rates,1,Positive,High Risk,Mass Market,Financial/Pricing
2025-10-25,CUST-2025310,"Massachusetts, US",Manufacturing,26,139109.67,655,0.03,123577.16,0.095,0.65,94.8,Excellent rates,0,Positive,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-11-21,CUST-2025311,"Nebraska, US",Healthcare,43,54461.89,752,0.05,13715.5,0.071,0.54,86.88,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-07-20,CUST-2025312,"Virginia, US",Services,38,75945.18,637,0.14,16257.84,0.118,0.64,90.5,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-01-07,CUST-2025313,"Alaska, US",Real Estate,72,44887.45,652,0.068,11601.63,0.295,0.63,84.56,High fees,1,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-12-09,CUST-2025314,"Arizona, US",Technology,46,81027.54,783,0.148,18839.51,0.076,0.31,79.64,Standard banking,0,Neutral,Low Risk,Mass Market,General Service
2025-11-18,CUST-2025315,"Iowa, US",Education,38,67483.08,710,0.101,117061.21,0.022,0.35,92.27,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-12-04,CUST-2025316,"Washington, US",Manufacturing,35,54264.17,744,0.082,5728.52,0.115,0.62,80.72,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-12-12,CUST-2025317,"Connecticut, US",Services,68,99067.68,683,0.118,69449.86,0.08,0.49,94.3,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-06-18,CUST-2025318,"Wyoming, US",Services,44,27075.79,625,0.122,5702.48,0.186,0.79,80.84,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-10-09,CUST-2025319,"Wyoming, US",Manufacturing,45,52114.76,593,0.117,139216.76,0.066,0.29,87.59,Standard banking,0,Neutral,High Risk,Mass Market,General Service
2025-11-06,CUST-2025320,"New Jersey, US",Manufacturing,43,41953.27,758,0.103,444.43,0.044,0.31,92.17,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-04-07,CUST-2025321,"Vermont, US",Manufacturing,47,101608.1,792,0.198,14450.53,0.02,0.5,89.48,High fees,0,Negative,Low Risk,Mass Market,Financial/Pricing
2025-02-06,CUST-2025322,"Oklahoma, US",Manufacturing,28,66323.02,585,0.078,28061.73,0.13,0.67,91.52,Standard banking,1,Neutral,High Risk,Emerging Gen-Z,General Service
2025-05-17,CUST-2025323,"Indiana, US",Education,35,37729.77,832,0.182,45844.87,0.114,0.14,91.87,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-03-02,CUST-2025324,"Idaho, US",Services,30,55611.79,751,0.096,47184.95,0.149,0.2,80.24,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-06-05,CUST-2025325,"Mississippi, US",Finance,48,95206.14,722,0.241,5370.76,0.043,0.72,84.45,Standard banking,0,Neutral,Medium Risk,Conservative Saver,General Service
2025-10-11,CUST-2025326,"Utah, US",Services,57,73128.48,713,0.166,6181.53,0.101,0.75,90.02,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-12-06,CUST-2025327,"Idaho, US",Healthcare,45,84334.65,726,0.053,3075.21,0.093,0.46,90.93,Standard banking,0,Neutral,Low Risk,Mass Market,General Service
2025-11-16,CUST-2025328,"Mississippi, US",Manufacturing,20,68617.58,646,0.01,3604.17,0.18,0.69,93.16,Quick approval,0,Positive,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-05-08,CUST-2025329,"New Mexico, US",Services,49,49495.59,760,0.01,4310.95,0.118,0.25,80.36,Quick approval,1,Positive,Low Risk,Mass Market,Digital/Operations
2025-06-14,CUST-2025330,"Wyoming, US",Retail,50,46719.39,708,0.025,56585.09,0.217,0.76,83.09,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-10-20,CUST-2025331,"Texas, US",Healthcare,22,46411.53,601,0.197,67504.82,0.141,0.36,95.25,Excellent rates,0,Positive,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-05-20,CUST-2025332,"North Dakota, US",Technology,48,108973.59,726,0.016,2217.29,0.118,0.28,82.62,High fees,0,Negative,Low Risk,Mass Market,Financial/Pricing
2025-09-02,CUST-2025333,"Louisiana, US",Education,35,86129.37,723,0.087,23399.41,0.082,0.52,85.49,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-09-07,CUST-2025334,"Wisconsin, US",Healthcare,30,85930.1,579,0.179,33111.73,0.063,0.4,88.72,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-08-11,CUST-2025335,"New Hampshire, US",Services,31,71950.08,712,0.105,12163.5,0.07,0.12,81.04,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-03-09,CUST-2025336,"Utah, US",Real Estate,65,34284.2,614,0.053,11544.38,0.113,0.5,86.34,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-10-10,CUST-2025337,"South Dakota, US",Technology,36,110405.53,672,0.195,93822.19,0.16,0.63,83.99,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-11-14,CUST-2025338,"Florida, US",Education,62,66461.49,697,0.138,12160.44,0.102,0.24,82.43,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-03-26,CUST-2025339,"Montana, US",Retail,27,35493.8,658,0.141,8197.55,0.148,0.66,92.43,Quick approval,0,Positive,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-10-24,CUST-2025340,"Iowa, US",Retail,34,39854.63,598,0.06,20191.34,0.184,0.52,90.45,Process was slow,0,Negative,High Risk,Mass Market,Digital/Operations
2025-02-11,CUST-2025341,"Virginia, US",Retail,33,30070.9,802,0.017,59937.31,0.111,0.14,78.8,High fees,0,Negative,Low Risk,Mass Market,Financial/Pricing
2025-07-09,CUST-2025342,"Illinois, US",Healthcare,36,63412.39,603,0.113,19504.47,0.06,0.38,81.79,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-07-01,CUST-2025343,"Rhode Island, US",Education,18,61262.69,544,0.267,37546.62,0.122,0.19,95.22,Process was slow,0,Negative,High Risk,Emerging Gen-Z,Digital/Operations
2025-06-19,CUST-2025344,"Wisconsin, US",Finance,30,88578.54,659,0.154,4698.55,0.285,0.67,91.16,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-11-06,CUST-2025345,"Georgia, US",Education,24,39669.19,779,0.091,56470.94,0.05,0.27,83.01,Quick approval,0,Positive,Low Risk,Emerging Gen-Z,Digital/Operations
2025-08-03,CUST-2025346,"Oklahoma, US",Education,42,47514.29,696,0.2,72545.49,0.181,0.22,85.53,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-03-26,CUST-2025347,"New Jersey, US",Manufacturing,57,59113.75,715,0.045,2065.41,0.17,0.76,86.1,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-11-08,CUST-2025348,"Oklahoma, US",Technology,34,105626.4,597,0.091,75620.35,0.253,0.32,85.49,Standard banking,1,Neutral,High Risk,Mass Market,General Service
2025-09-02,CUST-2025349,"Iowa, US",Real Estate,46,75449.4,637,0.063,105075.55,0.201,0.76,82.15,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-05-13,CUST-2025350,"Idaho, US",Finance,44,109339.65,590,0.166,64697.89,0.025,0.48,94.52,Excellent rates,0,Positive,High Risk,Mass Market,Financial/Pricing
2025-04-16,CUST-2025351,"Pennsylvania, US",Healthcare,49,72861.46,626,0.131,6210.07,0.067,0.52,84.51,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-01-18,CUST-2025352,"Texas, US",Healthcare,39,86407.95,755,0.099,7892.01,0.135,0.54,95.04,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-04-19,CUST-2025353,"Missouri, US",Manufacturing,35,51938.92,757,0.174,2566.29,0.197,0.78,91.6,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-01-16,CUST-2025354,"Michigan, US",Services,46,140261.16,729,0.088,15435.01,0.168,0.49,83.64,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-06-03,CUST-2025355,"Missouri, US",Manufacturing,40,45408.59,551,0.067,57730.64,0.355,0.4,82.83,Excellent rates,0,Positive,High Risk,Mass Market,Financial/Pricing
2025-10-16,CUST-2025356,"Alabama, US",Retail,30,59942.64,689,0.045,59720.29,0.168,0.16,89.43,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-11-17,CUST-2025357,"Hawaii, US",Finance,59,126920.98,685,0.177,16054.69,0.064,0.1,82.03,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-10-19,CUST-2025358,"Mississippi, US",Finance,35,170413.73,529,0.215,5163.21,0.312,0.69,89.2,Quick approval,0,Positive,High Risk,Conservative Saver,Digital/Operations
2025-12-11,CUST-2025359,"Iowa, US",Education,46,132781.52,638,0.156,81376.65,0.091,0.27,96.3,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-03-17,CUST-2025360,"Texas, US",Education,58,36049.36,850,0.157,37107.5,0.113,0.55,81.83,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-02-24,CUST-2025361,"Oregon, US",Finance,58,106761.41,751,0.209,68700.9,0.119,0.14,91.05,Process was slow,0,Negative,Low Risk,Conservative Saver,Digital/Operations
2025-03-20,CUST-2025362,"Massachusetts, US",Healthcare,21,64388.67,613,0.097,2366.23,0.07,0.17,86.5,Excellent rates,0,Positive,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-08-07,CUST-2025363,"Delaware, US",Real Estate,38,55145.17,619,0.044,44523.76,0.27,0.44,91.65,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-07-23,CUST-2025364,"Pennsylvania, US",Real Estate,45,101210.41,792,0.013,63647.68,0.22,0.27,84.06,Neutral: No feedback provided.,0,Neutral,Low Risk,Mass Market,Financial/Pricing
2025-03-21,CUST-2025365,"Colorado, US",Finance,54,98803.38,676,0.192,32999.09,0.03,0.51,90.47,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-08-05,CUST-2025366,"Vermont, US",Real Estate,61,64049.57,773,0.139,85211.65,0.185,0.24,80.54,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-07-03,CUST-2025367,"Florida, US",Education,27,37535.72,756,0.176,54503.46,0.089,0.35,89.06,Neutral: No feedback provided.,0,Neutral,Low Risk,Emerging Gen-Z,Financial/Pricing
2025-12-17,CUST-2025368,"Oregon, US",Real Estate,54,67028.47,673,0.014,58657.85,0.134,0.7,89.62,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-08-10,CUST-2025369,"Arkansas, US",Services,55,68890.25,591,0.082,51641.56,0.289,0.18,81.39,Standard banking,0,Neutral,High Risk,Mass Market,General Service
2025-08-03,CUST-2025370,"Kentucky, US",Retail,57,36033.08,768,0.013,78309.61,0.154,0.14,86.27,Neutral: No feedback provided.,0,Neutral,Low Risk,Mass Market,Financial/Pricing
2025-10-08,CUST-2025371,"Ohio, US",Healthcare,34,87229.2,612,0.155,84917.35,0.128,0.36,81.9,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-11-25,CUST-2025372,"Indiana, US",Education,52,37124.23,702,0.289,33981.03,0.082,0.11,87.7,Excellent rates,0,Positive,Medium Risk,Conservative Saver,Financial/Pricing
2025-11-16,CUST-2025373,"New York, US",Education,40,70398.59,742,0.25,26121.91,0.101,0.08,87.71,Standard banking,0,Neutral,Low Risk,Conservative Saver,General Service
2025-12-12,CUST-2025374,"Nebraska, US",Retail,39,54057.3,656,0.063,16763.59,0.256,0.25,83.55,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-08-25,CUST-2025375,"Florida, US",Healthcare,23,109037.45,726,0.227,57516.96,0.154,0.38,85.03,Neutral: No feedback provided.,0,Neutral,Low Risk,Emerging Gen-Z,Financial/Pricing
2025-07-05,CUST-2025376,"South Dakota, US",Finance,42,94829.42,716,0.204,29792.77,0.058,0.48,86.59,Neutral: No feedback provided.,0,Neutral,Medium Risk,Conservative Saver,Financial/Pricing
2025-12-17,CUST-2025377,"Washington, US",Retail,49,42874.62,672,0.03,54528.88,0.287,0.63,88.25,Excellent rates,1,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-12-21,CUST-2025378,"Vermont, US",Services,58,29861.43,733,0.12,20068.12,0.141,0.24,83.65,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-05-20,CUST-2025379,"Florida, US",Manufacturing,41,32660.24,661,0.087,11283.54,0.193,0.67,91.57,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-08-16,CUST-2025380,"Pennsylvania, US",Real Estate,50,71440.01,770,0.155,10574.35,0.152,0.88,89.95,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-11-24,CUST-2025381,"North Dakota, US",Technology,33,82652.58,601,0.08,116735.27,0.19,0.54,84.55,Excellent rates,1,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-01-19,CUST-2025382,"Minnesota, US",Real Estate,31,128515.81,731,0.061,62432.2,0.019,0.36,92.22,Quick approval,0,Positive,Low Risk,Mass Market,Digital/Operations
2025-06-05,CUST-2025383,"Alaska, US",Real Estate,36,35673.32,710,0.01,5583.51,0.425,0.65,93.62,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-08-03,CUST-2025384,"Hawaii, US",Education,44,108052.1,660,0.14,49774.62,0.005,0.22,87.26,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-12-12,CUST-2025385,"Oklahoma, US",Services,51,42536.83,688,0.015,34310.47,0.318,0.52,93.55,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-05-06,CUST-2025386,"Iowa, US",Manufacturing,66,67524.29,704,0.042,48916.65,0.252,0.65,91.51,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-12-10,CUST-2025387,"Texas, US",Finance,61,41648.67,653,0.238,76616.41,0.128,0.25,86.61,High fees,0,Negative,Medium Risk,Conservative Saver,Financial/Pricing
2025-03-24,CUST-2025388,"Illinois, US",Services,23,39834.4,636,0.115,102989.33,0.265,0.43,83.27,Process was slow,0,Negative,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-02-24,CUST-2025389,"Kansas, US",Technology,33,67578.34,539,0.094,61749.12,0.221,0.38,91.62,Standard banking,1,Neutral,High Risk,Mass Market,General Service
2025-08-13,CUST-2025390,"Arkansas, US",Manufacturing,22,79244.38,705,0.06,33744.87,0.134,0.36,85.28,Standard banking,0,Neutral,Medium Risk,Emerging Gen-Z,General Service
2025-12-15,CUST-2025391,"Washington, US",Healthcare,30,50267.86,614,0.106,29625.42,0.265,0.08,84.41,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-05-19,CUST-2025392,"Montana, US",Retail,45,33245.63,722,0.088,4668.62,0.093,0.53,81.96,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-03-22,CUST-2025393,"California, US",Real Estate,24,110765.04,809,0.037,4226.79,0.144,0.9,84.17,Standard banking,0,Neutral,Medium Risk,Emerging Gen-Z,General Service
2025-02-27,CUST-2025394,"Alaska, US",Manufacturing,39,113993.89,601,0.149,65024.56,0.193,0.62,95.0,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-07-07,CUST-2025395,"Illinois, US",Technology,36,96142.89,648,0.044,111018.25,0.176,0.53,87.9,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-04-16,CUST-2025396,"New Mexico, US",Healthcare,42,82717.3,781,0.212,2301.78,0.181,0.39,89.98,Standard banking,0,Neutral,Low Risk,Conservative Saver,General Service
2025-02-14,CUST-2025397,"Vermont, US",Technology,55,92904.52,689,0.039,78662.6,0.088,0.35,80.97,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-10-03,CUST-2025398,"New Hampshire, US",Retail,44,42912.5,776,0.01,76694.45,0.187,0.59,79.32,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-06-23,CUST-2025399,"Arkansas, US",Technology,51,70886.91,730,0.081,12001.82,0.102,0.83,84.95,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-04-20,CUST-2025400,"Minnesota, US",Finance,18,136353.15,588,0.255,41121.96,0.032,0.66,94.87,Excellent rates,0,Positive,High Risk,Emerging Gen-Z,Financial/Pricing
2025-09-02,CUST-2025401,"Oklahoma, US",Real Estate,36,96330.79,617,0.151,13792.14,0.182,0.27,86.28,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-10-23,CUST-2025402,"Arizona, US",Technology,43,57011.9,759,0.077,220.34,0.169,0.48,81.17,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-09-19,CUST-2025403,"Oklahoma, US",Services,51,62032.99,746,0.138,19820.82,0.258,0.16,80.37,Quick approval,0,Positive,Low Risk,Mass Market,Digital/Operations
2025-04-08,CUST-2025404,"Illinois, US",Finance,39,103927.62,823,0.21,85524.16,0.091,0.27,91.33,Process was slow,0,Negative,Low Risk,Conservative Saver,Digital/Operations
2025-10-19,CUST-2025405,"Delaware, US",Retail,43,46418.36,628,0.02,21710.13,0.066,0.13,79.59,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-02-17,CUST-2025406,"Texas, US",Real Estate,49,25201.55,585,0.01,50896.54,0.163,0.92,88.63,Excellent rates,0,Positive,High Risk,Mass Market,Financial/Pricing
2025-07-15,CUST-2025407,"California, US",Real Estate,40,85362.87,586,0.037,35595.61,0.329,0.15,81.91,Excellent rates,0,Positive,High Risk,Mass Market,Financial/Pricing
2025-09-23,CUST-2025408,"South Carolina, US",Healthcare,46,63581.25,766,0.17,19299.55,0.048,0.34,91.59,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-11-17,CUST-2025409,"Wisconsin, US",Finance,23,160151.28,612,0.142,81324.39,0.173,0.2,89.6,High fees,0,Negative,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-12-27,CUST-2025410,"Virginia, US",Technology,57,140546.88,625,0.091,144392.9,0.123,0.87,85.25,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-09-13,CUST-2025411,"Ohio, US",Retail,37,78153.96,660,0.01,34718.59,0.238,0.27,92.49,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-01-17,CUST-2025412,"Washington, US",Services,51,82170.42,675,0.102,29756.47,0.068,0.8,93.16,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-08-15,CUST-2025413,"Montana, US",Education,27,40351.61,692,0.18,9090.98,0.107,0.32,84.24,Excellent rates,0,Positive,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-07-23,CUST-2025414,"Colorado, US",Technology,19,66425.36,572,0.062,1507.63,0.098,0.88,86.73,Excellent rates,1,Positive,High Risk,Emerging Gen-Z,Financial/Pricing
2025-10-05,CUST-2025415,"Utah, US",Retail,43,56422.98,654,0.073,13651.48,0.242,0.97,84.62,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-04-15,CUST-2025416,"Iowa, US",Retail,52,51553.54,644,0.058,5879.57,0.267,0.19,82.67,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-10-08,CUST-2025417,"Kentucky, US",Healthcare,62,53443.33,717,0.145,90734.32,0.148,0.15,92.62,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-06-13,CUST-2025418,"Connecticut, US",Education,27,43794.68,651,0.216,14815.68,0.074,0.43,85.82,Process was slow,0,Negative,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-07-19,CUST-2025419,"Alaska, US",Manufacturing,40,61381.59,685,0.176,13696.89,0.219,0.62,81.45,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-12-04,CUST-2025420,"Texas, US",Healthcare,58,41255.96,684,0.128,66375.7,0.013,0.39,88.3,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-07-04,CUST-2025421,"Nevada, US",Finance,30,103710.71,647,0.183,32878.83,0.108,0.59,87.34,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-09-04,CUST-2025422,"Ohio, US",Services,60,64316.46,681,0.01,154848.42,0.223,0.37,87.92,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-12-25,CUST-2025423,"Connecticut, US",Finance,32,132581.87,702,0.295,77023.12,0.021,0.63,82.94,Quick approval,0,Positive,Medium Risk,Conservative Saver,Digital/Operations
